index,value,position_value,cash,gain,hold_day
2022-02-08 11:02:00,984262.3609599997,981460.8,2801.5609599996824,235.69920000003185,0.0
2022-02-08 11:03:00,984262.3609599997,981460.8,2801.5609599996824,196.29215999995358,0.0
2022-02-08 11:04:00,984262.3609599997,981460.8,2801.5609599996824,196.29215999995358,0.0
2022-02-08 11:05:00,984262.3609599997,981460.8,2801.5609599996824,196.29215999995358,0.0
2022-02-08 11:07:00,982318.3609599997,979516.8,2801.5609599996824,-1748.0966400000034,0.0
2022-02-08 11:08:00,982318.3609599997,979516.8,2801.5609599996824,195.9033599999966,0.0
2022-02-08 11:09:00,982318.3609599997,979516.8,2801.5609599996824,195.9033599999966,0.0
2022-02-08 11:10:00,982318.3609599997,979516.8,2801.5609599996824,195.9033599999966,0.0
2022-02-08 11:11:00,982318.3609599997,979516.8,2801.5609599996824,195.9033599999966,0.0
2022-02-08 11:12:00,982318.3609599997,979516.8,2801.5609599996824,195.9033599999966,0.0
2022-02-08 11:13:00,982318.3609599997,979516.8,2801.5609599996824,195.9033599999966,0.0
2022-02-08 11:16:00,980113.1996799996,976104.0,4009.1996799996123,-2009.9404800001066,0.0
2022-02-08 11:18:00,979463.6358399997,975974.3999999999,3489.2358399997465,-454.3689599999925,0.0
2022-02-08 11:19:00,979463.6358399997,975974.3999999999,3489.2358399997465,195.19487999996636,0.0
2022-02-08 11:24:00,978381.8448399997,977671.7999999999,710.0448399997549,-886.2566399999196,0.0
2022-02-08 11:28:00,979292.8033599997,976233.6000000001,3059.2033599995775,1106.2052400000393,0.0
2022-02-08 11:29:00,979292.8033599997,976233.6000000001,3059.2033599995775,195.24672000005376,0.0
2022-02-08 11:30:00,979292.8033599997,976233.6000000001,3059.2033599995775,195.24672000005376,0.0
2022-02-08 13:01:00,979292.8033599997,976233.6000000001,3059.2033599995775,195.24672000005376,0.0
2022-02-08 13:06:00,979981.9988799997,976708.8,3273.1988799996907,884.5372800000478,0.0
2022-02-08 13:14:00,978554.8272799997,976185.9999999999,2368.827279999852,-1231.9344000000274,0.0
2022-02-08 13:15:00,978554.8272799997,976185.9999999999,2368.827279999852,195.2371999999741,0.0
2022-02-08 13:25:00,979066.81968,977949.0000000001,1117.8196799998404,707.582200000179,0.0
2022-02-08 13:26:00,979066.81968,977949.0000000001,1117.8196799998404,195.5897999999579,0.0
2022-02-08 13:50:00,978117.0709599998,976353.6,1763.4709599998314,-754.4780000001192,0.0
2022-02-08 13:52:00,978288.2709599998,976524.7999999999,1763.4709599998314,366.5049599999329,0.0
2022-02-08 14:10:00,978582.2299199998,976995.6,1586.6299199998612,489.35808000003453,0.0
2022-02-08 14:11:00,978582.2299199998,976995.6,1586.6299199998612,195.3991199999582,0.0
2022-02-08 14:16:00,980465.4299199998,978878.7999999999,1586.6299199998612,2078.975759999943,0.0
2022-02-08 14:17:00,980465.4299199998,978878.7999999999,1586.6299199998612,195.77575999998953,0.0
2022-02-08 14:18:00,980465.4299199998,978878.7999999999,1586.6299199998612,195.77575999998953,0.0
2022-02-08 14:19:00,980465.4299199998,978878.7999999999,1586.6299199998612,195.77575999998953,0.0
2022-02-08 14:21:00,980587.3243199999,979135.6,1451.7243199999211,317.7215200001374,0.0
2022-02-08 14:23:00,979896.39536,977808.7999999999,2087.5953600000357,-495.36719999997877,0.0
2022-02-08 14:24:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:25:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:26:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:27:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:28:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:29:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:30:00,979896.39536,977808.7999999999,2087.5953600000357,195.5617599999532,0.0
2022-02-08 14:32:00,982806.7953600001,980719.2000000001,2087.5953600000357,3106.543840000173,0.0
2022-02-08 14:33:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:34:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:35:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:36:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:37:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:38:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:39:00,982806.7953600001,980719.2000000001,2087.5953600000357,196.14384000003338,0.0
2022-02-08 14:42:00,983141.8851199999,981104.4,2037.485119999852,531.3106399998069,0.0
2022-02-08 14:43:00,983141.8851199999,981104.4,2037.485119999852,196.22088000003714,0.0
2022-02-08 14:44:00,983141.8851199999,981104.4,2037.485119999852,196.22088000003714,0.0
2022-02-08 14:52:00,983818.9639999999,982431.2000000001,1387.76399999985,873.565120000043,0.0
2022-02-09 09:56:00,982185.4848799999,980205.6,1979.8848799999105,-1437.438000000082,0.0
2022-02-09 09:58:00,982485.08488,980505.2000000001,1979.8848799999105,495.7010400000727,0.0
2022-02-09 09:59:00,982485.08488,980505.2000000001,1979.8848799999105,196.10103999997955,0.0
2022-02-09 10:01:00,982399.4848799999,980419.6,1979.8848799999105,110.48391999991145,0.0
2022-02-09 10:03:00,982356.6848799998,980376.7999999999,1979.8848799999105,153.27535999997053,0.0
2022-02-09 10:04:00,982356.6848799998,980376.7999999999,1979.8848799999105,196.0753600000171,0.0
2022-02-09 10:05:00,982356.6848799998,980376.7999999999,1979.8848799999105,196.0753600000171,0.0
2022-02-09 10:06:00,982356.6848799998,980376.7999999999,1979.8848799999105,196.0753600000171,0.0
2022-02-09 10:27:00,985387.0960799999,984143.2000000001,1243.8960799998604,3227.239840000053,0.0
2022-02-09 11:25:00,985078.8590399998,984956.4,122.45903999975417,-111.24576000019442,0.0
2022-02-09 13:49:00,992086.8368799997,989750.0,2336.836879999726,7205.927839999902,0.0
2022-02-09 14:09:00,992557.6368799997,990220.7999999999,2336.836879999726,668.8441599999787,0.0
2022-02-11 13:35:00,993017.3979199997,990118.0,2899.3979199996684,657.7846399999689,1.0
2022-02-11 13:39:00,993232.3979199997,990333.0,2899.3979199996684,413.0666000000201,0.0
2022-02-11 13:46:00,990910.3979199996,988010.9999999999,2899.3979199996684,-2124.3978000001516,0.0
2022-02-11 13:47:00,990910.3979199996,988010.9999999999,2899.3979199996684,197.6021999999648,0.0
2022-02-11 14:15:00,989354.6149199997,987065.0,2289.614919999731,-1358.369999999879,0.0
2022-02-11 14:25:00,988744.9093199997,986678.0,2066.909319999744,-412.36999999999534,0.0
2022-02-11 14:33:00,989217.9093199996,987150.9999999999,2066.909319999744,670.4301999998279,0.0
2022-02-11 14:34:00,989217.9093199996,987150.9999999999,2066.909319999744,197.4301999999443,0.0
2022-02-14 09:34:00,987017.6927999997,985737.6000000001,1280.0927999996347,-2003.0689999999013,2.0
2022-02-14 09:35:00,987017.6927999997,985737.6000000001,1280.0927999996347,197.14751999999862,0.0
2022-02-14 09:36:00,987017.6927999997,985737.6000000001,1280.0927999996347,197.14751999999862,0.0
2022-02-14 09:38:00,989048.0927999996,987768.0,1280.0927999996347,2227.9535999998916,0.0
2022-02-14 09:39:00,989048.0927999996,987768.0,1280.0927999996347,197.55359999998473,0.0
2022-02-14 09:40:00,989048.0927999996,987768.0,1280.0927999996347,197.55359999998473,0.0
2022-02-14 09:41:00,989048.0927999996,987768.0,1280.0927999996347,197.55359999998473,0.0
2022-02-14 09:43:00,987665.6927999997,986385.6000000001,1280.0927999996347,-1185.1228799999226,0.0
2022-02-14 09:45:00,987363.2927999996,986083.2,1280.0927999996347,-105.18336000014096,0.0
2022-02-14 09:47:00,984728.0927999996,983448.0,1280.0927999996347,-2438.510399999912,0.0
2022-02-14 09:48:00,984728.0927999996,983448.0,1280.0927999996347,196.68960000004154,0.0
2022-02-14 09:50:00,985030.4927999995,983750.3999999999,1280.0927999996347,499.15007999993395,0.0
2022-02-14 09:51:00,985030.4927999995,983750.3999999999,1280.0927999996347,196.75008000002708,0.0
2022-02-14 09:52:00,985030.4927999995,983750.3999999999,1280.0927999996347,196.75008000002708,0.0
2022-02-14 09:53:00,985030.4927999995,983750.3999999999,1280.0927999996347,196.75008000002708,0.0
2022-02-14 09:54:00,985030.4927999995,983750.3999999999,1280.0927999996347,196.75008000002708,0.0
2022-02-14 09:56:00,987968.0927999996,986688.0,1280.0927999996347,3134.937600000063,0.0
2022-02-14 09:59:00,989609.6927999997,988329.6000000001,1280.0927999996347,1839.2659200001508,0.0
2022-02-14 10:00:00,989609.6927999997,988329.6000000001,1280.0927999996347,197.66592000005767,0.0
2022-02-14 10:01:00,989609.6927999997,988329.6000000001,1280.0927999996347,197.66592000005767,0.0
2022-02-14 10:02:00,989609.6927999997,988329.6000000001,1280.0927999996347,197.66592000005767,0.0
2022-02-14 10:03:00,989609.6927999997,988329.6000000001,1280.0927999996347,197.66592000005767,0.0
2022-02-14 10:12:00,988048.4015999995,987292.8,755.6015999994706,-1363.8326400001533,0.0
2022-02-14 10:28:00,987783.5510399994,984830.3999999999,2953.151039999444,-67.88448000012431,0.0
2022-02-14 10:34:00,986439.5644799995,984052.8,2386.7644799994305,-1147.1759999998612,0.0
2022-02-14 10:35:00,986439.5644799995,984052.8,2386.7644799994305,196.81056000001263,0.0
2022-02-14 10:36:00,986439.5644799995,984052.8,2386.7644799994305,196.81056000001263,0.0
2022-02-14 10:37:00,986439.5644799995,984052.8,2386.7644799994305,196.81056000001263,0.0
2022-02-14 10:39:00,985143.5644799995,982756.8,2386.7644799994305,-1099.4486399999587,0.0
2022-02-14 10:41:00,984970.7644799994,982584.0,2386.7644799994305,23.716799999936484,0.0
2022-02-14 10:43:00,986175.5606399992,983836.8,2338.7606399991782,1401.5635199998505,0.0
2022-02-14 10:46:00,986564.3606399993,984225.6000000001,2338.7606399991782,585.645120000001,0.0
2022-02-14 10:48:00,986953.1606399991,984614.3999999999,2338.7606399991782,585.7228799997829,0.0
2022-02-14 10:49:00,986953.1606399991,984614.3999999999,2338.7606399991782,196.92287999996915,0.0
2022-02-14 10:50:00,986953.1606399991,984614.3999999999,2338.7606399991782,196.92287999996915,0.0
2022-02-14 10:53:00,986434.7606399992,984096.0,2338.7606399991782,-321.5807999998797,0.0
2022-02-14 10:54:00,986434.7606399992,984096.0,2338.7606399991782,196.8192000000272,0.0
2022-02-14 10:55:00,986434.7606399992,984096.0,2338.7606399991782,196.8192000000272,0.0
2022-02-14 10:57:00,987082.7606399992,984744.0,2338.7606399991782,844.9488000000129,0.0
2022-02-14 10:59:00,987164.019839999,984484.8,2679.2198399989866,278.1561599998968,0.0
2022-02-14 11:00:00,987164.019839999,984484.8,2679.2198399989866,196.89696000004187,0.0
2022-02-14 11:01:00,987164.019839999,984484.8,2679.2198399989866,196.89696000004187,0.0
2022-02-14 11:02:00,987164.019839999,984484.8,2679.2198399989866,196.89696000004187,0.0
2022-02-14 11:08:00,987806.5247999991,985953.6000000001,1852.9247999989893,839.6956800000044,0.0
2022-02-14 11:10:00,987239.5161599991,985262.3999999999,1977.116159999161,-369.95616000005975,0.0
2022-02-14 11:12:00,986327.2185599991,984744.0,1583.2185599991353,-715.3487999999197,0.0
2022-02-14 11:14:00,986667.591359999,984657.6000000001,2009.9913599989377,537.3043199998792,0.0
2022-02-14 11:15:00,986667.591359999,984657.6000000001,2009.9913599989377,196.93151999998372,0.0
2022-02-14 11:17:00,985928.275199999,984268.8,1659.4751999989385,-542.4624000000767,0.0
2022-02-14 11:21:00,985880.0207999989,984657.6000000001,1222.4207999987993,148.67711999989115,0.0
2022-02-14 11:22:00,985880.0207999989,984657.6000000001,1222.4207999987993,196.93151999998372,0.0
2022-02-14 13:03:00,985141.4009999988,980787.0,4354.40099999879,-542.4624000000767,0.0
2022-02-14 13:04:00,985141.4009999988,980787.0,4354.40099999879,196.15740000002552,0.0
2022-02-14 13:05:00,985141.4009999988,980787.0,4354.40099999879,196.15740000002552,0.0
2022-02-14 13:06:00,985141.4009999988,980787.0,4354.40099999879,196.15740000002552,0.0
2022-02-14 13:07:00,985141.4009999988,980787.0,4354.40099999879,196.15740000002552,0.0
2022-02-14 13:09:00,982685.9289999988,978637.0,4048.9289999988396,-2259.7445999999763,0.0
2022-02-14 13:13:00,981520.8525999989,977519.0000000001,4001.8525999988196,-969.5725999999559,0.0
2022-02-14 13:16:00,980399.1717999988,976615.9999999999,3783.1717999989633,-926.3576000001049,0.0
2022-02-14 13:18:00,979277.6457999989,976745.0,2532.6457999988925,-926.1769999999087,0.0
2022-02-14 13:19:00,979277.6457999989,976745.0,2532.6457999988925,195.34900000004563,0.0
2022-02-14 13:20:00,979277.6457999989,976745.0,2532.6457999988925,195.34900000004563,0.0
2022-02-14 13:23:00,978972.9305999987,976745.0,2227.9305999986827,-109.3662000001641,0.0
2022-02-14 13:24:00,978972.9305999987,976745.0,2227.9305999986827,195.34900000004563,0.0
2022-02-14 13:27:00,979832.9305999987,977605.0,2227.9305999986827,1055.5209999999497,0.0
2022-02-14 13:28:00,979832.9305999987,977605.0,2227.9305999986827,195.5209999999497,0.0
2022-02-14 13:29:00,979832.9305999987,977605.0,2227.9305999986827,195.5209999999497,0.0
2022-02-14 13:30:00,979832.9305999987,977605.0,2227.9305999986827,195.5209999999497,0.0
2022-02-14 13:31:00,979832.9305999987,977605.0,2227.9305999986827,195.5209999999497,0.0
2022-02-14 13:32:00,979832.9305999987,977605.0,2227.9305999986827,195.5209999999497,0.0
2022-02-14 13:38:00,978367.5335999987,975455.0,2912.5335999986855,-1270.3059999999823,0.0
2022-02-14 13:40:00,977633.3429999986,975842.0,1791.3429999985965,-539.0222000001231,0.0
2022-02-14 13:42:00,977504.3429999986,975713.0,1791.3429999985965,66.14260000002105,0.0
2022-02-14 13:44:00,977371.9803999985,975842.0,1529.980399998487,62.80579999985639,0.0
2022-02-14 13:45:00,977371.9803999985,975842.0,1529.980399998487,195.1683999999659,0.0
2022-02-14 13:51:00,976336.9187999985,975110.9999999999,1225.918799998588,-840.0394000000088,0.0
2022-02-14 13:52:00,976336.9187999985,975110.9999999999,1225.918799998588,195.0222000000067,0.0
2022-02-14 13:55:00,975474.0549999985,974680.9999999999,793.0549999986542,-667.9275999999372,0.0
2022-02-14 13:56:00,975474.0549999985,974680.9999999999,793.0549999986542,194.93619999999646,0.0
2022-02-14 14:07:00,975342.8664799988,971003.6,4339.266479998827,63.01220000023022,0.0
2022-02-14 14:09:00,973756.552959999,969762.4,3994.15295999893,-1392.3610399998724,0.0
2022-02-14 14:11:00,973796.459679999,970276.0,3520.4596799990395,233.96192000003066,0.0
2022-02-14 14:13:00,973622.426319999,969676.7999999999,3945.626319999108,19.902000000001863,0.0
2022-02-14 14:16:00,972806.743919999,969163.2000000001,3643.5439199989196,-621.8497600000119,0.0
2022-02-14 14:17:00,972806.743919999,969163.2000000001,3643.5439199989196,193.83264000003692,0.0
2022-02-14 14:18:00,972806.743919999,969163.2000000001,3643.5439199989196,193.83264000003692,0.0
2022-02-14 14:19:00,972806.743919999,969163.2000000001,3643.5439199989196,193.83264000003692,0.0
2022-02-14 14:20:00,972806.743919999,969163.2000000001,3643.5439199989196,193.83264000003692,0.0
2022-02-14 14:23:00,971820.1696799989,968307.2000000001,3512.969679998816,-792.9128000000492,0.0
2022-02-14 14:24:00,971820.1696799989,968307.2000000001,3512.969679998816,193.66144000005443,0.0
2022-02-14 14:27:00,971903.6382399988,967879.2000000001,4024.438239998766,277.044399999897,0.0
2022-02-14 14:28:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:29:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:30:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:31:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:32:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:33:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:34:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:35:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:36:00,971903.6382399988,967879.2000000001,4024.438239998766,193.57583999994677,0.0
2022-02-14 14:38:00,970960.3519199986,967108.7999999999,3851.5519199987175,-749.8645600001328,0.0
2022-02-14 14:40:00,971129.8570399988,966809.2000000001,4320.657039998681,362.86696000013035,0.0
2022-02-14 14:42:00,970486.4531999987,966466.7999999999,4019.6531999987783,-450.1104800000321,0.0
2022-02-14 14:44:00,969843.1263999988,966424.0,3419.126399998786,-450.0419999998994,0.0
2022-02-14 14:45:00,969843.1263999988,966424.0,3419.126399998786,193.2848000000231,0.0
2022-02-15 09:36:00,969841.7224399989,966210.6,3631.1224399989005,191.838160000043,0.0
2022-02-15 09:40:00,968773.3144399988,968511.0,262.3144399988232,-874.7057999999961,0.0
2022-02-15 09:42:00,966981.4108399987,963412.7999999999,3568.610839998815,-1599.2210400000913,0.0
2022-02-15 09:47:00,965960.0541999987,964006.3999999999,1953.6541999988258,-828.5553599999985,0.0
2022-02-15 09:48:00,965960.0541999987,964006.3999999999,1953.6541999988258,192.80128000001423,0.0
2022-02-15 09:51:00,964942.4541999988,962988.7999999999,1953.6541999988258,-825.0022399999434,0.0
2022-02-15 09:54:00,965620.8541999989,963667.2000000001,1953.6541999988258,871.1334400001215,0.0
2022-02-15 10:01:00,966935.2541999989,964981.6000000001,1953.6541999988258,1507.396320000058,0.0
2022-02-15 10:03:00,967189.6541999988,965236.0,1953.6541999988258,447.44719999993686,0.0
2022-02-15 10:05:00,967613.6541999988,965660.0,1953.6541999988258,617.1319999999832,0.0
2022-02-15 10:07:00,968287.5152799988,963974.6000000001,4312.915279998677,866.655999999959,0.0
2022-02-15 10:08:00,968287.5152799988,963974.6000000001,4312.915279998677,192.79492000001483,0.0
2022-02-15 10:09:00,968287.5152799988,963974.6000000001,4312.915279998677,192.79492000001483,0.0
2022-02-15 10:11:00,967480.0689199988,963679.2,3800.868919998873,-614.7105199999642,0.0
2022-02-15 10:19:00,967010.1043999989,964227.8,2782.3043999988586,-277.1189599998761,0.0
2022-02-15 10:20:00,967010.1043999989,964227.8,2782.3043999988586,192.84556000004523,0.0
2022-02-15 10:22:00,967215.044479999,964481.0,2734.0444799989928,397.8362800000468,0.0
2022-02-15 10:23:00,967215.044479999,964481.0,2734.0444799989928,192.8961999999592,0.0
2022-02-15 10:25:00,966238.739039999,963637.0,2601.739039998967,-783.5780400000513,0.0
2022-02-15 10:26:00,966238.739039999,963637.0,2601.739039998967,192.7273999999743,0.0
2022-02-15 10:27:00,966238.739039999,963637.0,2601.739039998967,192.7273999999743,0.0
2022-02-15 10:28:00,966238.739039999,963637.0,2601.739039998967,192.7273999999743,0.0
2022-02-15 10:29:00,966238.739039999,963637.0,2601.739039998967,192.7273999999743,0.0
2022-02-15 10:30:00,966238.739039999,963637.0,2601.739039998967,192.7273999999743,0.0
2022-02-15 10:32:00,965136.0614799991,963468.2,1667.8614799991483,-909.9839199999114,0.0
2022-02-15 10:34:00,965552.153479999,964270.0,1282.1534799990477,608.9459999999963,0.0
2022-02-15 10:36:00,964744.622719999,963805.8,938.822719999007,-614.7695999999996,0.0
2022-02-15 10:54:00,964232.491959999,963974.6000000001,257.89195999887306,-319.3358400000725,0.0
2022-02-15 11:01:00,963763.3739199989,959700.0,4063.3739199988777,-277.1780400001444,0.0
2022-02-15 11:03:00,963547.2671199988,960666.0000000001,2881.2671199986944,-23.973600000026636,0.0
2022-02-15 11:05:00,963205.0595199987,960330.0,2875.0595199987292,-150.14160000008997,0.0
2022-02-15 11:07:00,962778.9275199987,960372.0,2406.927519998746,-234.05759999994189,0.0
2022-02-15 11:08:00,962778.9275199987,960372.0,2406.927519998746,192.07440000004135,0.0
2022-02-15 11:09:00,962778.9275199987,960372.0,2406.927519998746,192.07440000004135,0.0
2022-02-15 11:10:00,962778.9275199987,960372.0,2406.927519998746,192.07440000004135,0.0
2022-02-15 11:13:00,962106.9275199987,959700.0,2406.927519998746,-480.0600000000559,0.0
2022-02-15 11:16:00,961476.9275199987,959070.0,2406.927519998746,-438.18599999998696,0.0
2022-02-15 11:17:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:18:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:19:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:20:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:21:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:22:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:23:00,961476.9275199987,959070.0,2406.927519998746,191.81400000001304,0.0
2022-02-15 11:25:00,963234.5183199988,960833.9999999999,2400.518319998868,1949.7576000000117,0.0
2022-02-15 11:26:00,963234.5183199988,960833.9999999999,2400.518319998868,192.16680000000633,0.0
2022-02-15 11:27:00,963234.5183199988,960833.9999999999,2400.518319998868,192.16680000000633,0.0
2022-02-15 11:28:00,963234.5183199988,960833.9999999999,2400.518319998868,192.16680000000633,0.0
2022-02-15 11:29:00,963234.5183199988,960833.9999999999,2400.518319998868,192.16680000000633,0.0
2022-02-15 11:30:00,963234.5183199988,960833.9999999999,2400.518319998868,192.16680000000633,0.0
2022-02-15 13:02:00,962136.6971199989,958986.0000000001,3150.6971199987456,-906.0239999998594,0.0
2022-02-15 13:24:00,962005.2875199987,957810.0,4195.287519998732,60.152399999904446,0.0
2022-02-15 13:31:00,961538.0711199988,958356.0000000001,3182.071119998698,-275.545199999935,0.0
2022-02-15 13:34:00,961238.8715199988,957558.0,3680.8715199987637,-107.68800000008196,0.0
2022-02-15 13:35:00,961238.8715199988,957558.0,3680.8715199987637,191.5115999999689,0.0
2022-02-15 13:36:00,961238.8715199988,957558.0,3680.8715199987637,191.5115999999689,0.0
2022-02-15 13:37:00,961238.8715199988,957558.0,3680.8715199987637,191.5115999999689,0.0
2022-02-15 13:39:00,961910.8715199988,958230.0,3680.8715199987637,863.6459999999497,0.0
2022-02-15 13:40:00,961910.8715199988,958230.0,3680.8715199987637,191.6459999999497,0.0
2022-02-15 13:42:00,962456.8715199989,958776.0000000001,3680.8715199987637,737.7552000001306,0.0
2022-02-15 13:48:00,961280.8715199988,957600.0,3680.8715199987637,-984.4800000000978,0.0
2022-02-15 13:50:00,961196.8715199989,957516.0000000001,3680.8715199987637,107.50320000015199,0.0
